"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9","symbol"
"265",269,49,782,195,1010,268,62,110,86,90,61,339,735,24,92,1058,15,348,"ADAM22"
"266",2454,221,811,3725,497,10,121,582,50,1440,404,1856,196,396,187,722,554,194,"ADAM23"
"267",2414,313,991,1511,309,289,494,680,69,936,1196,417,386,116,1769,431,141,966,"ADAM28"
"268",0,0,1,5,3,1,0,0,0,1,2,0,2,0,2,3,0,0,"ADAM29"
"269",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"ADAM30"
"270",45,5,51,16,27,1,16,5,2,9,29,86,27,8,42,16,10,93,"ADAM32"
"271",429,33,146,333,64,56,34,371,37,23,132,60,94,62,233,44,279,208,"ADAM33"
"272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ADAM3A"
"273",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"ADAM5P"
"274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ADAM6"
"275",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,"ADAM7"
"276",4307,125,1966,2275,1350,1122,2007,545,527,2356,1371,2366,4262,1556,1223,2700,4674,461,"ADAM8"
"277",8120,1984,2179,2601,4327,5903,3543,5043,5150,4850,5080,4462,3413,1194,3511,4449,1901,4882,"ADAM9"
"278",1751,62,2708,867,407,317,109,339,313,1653,468,84,1016,99,310,1018,59,17,"ADAMDEC1"
"279",1094,492,557,3933,649,280,524,2417,366,1112,621,345,439,89,596,429,330,2622,"ADAMTS1"
"280",1317,18,288,453,1028,171,29,99,21,114,264,238,449,118,509,124,318,140,"ADAMTS10"
"281",183,5,24,44,147,15,2,138,23,42,17,3,33,3,4,61,3,216,"ADAMTS12"
"282",109,34,173,58,98,65,265,41,29,53,381,162,145,357,246,139,455,181,"ADAMTS13"
"283",875,17,340,181,121,76,163,432,11,63,148,105,369,56,203,211,646,314,"ADAMTS14"
"284",82,20,28,78,85,15,8,169,8,21,10,3,105,2,6,9,9,175,"ADAMTS15"
"285",87,0,0,7,15,4,0,82,7,1,0,2,4,5,0,7,11,2107,"ADAMTS16"
"286",1407,46,320,707,1124,588,380,106,91,513,293,843,204,184,174,294,67,1617,"ADAMTS17"
"287",19,0,1,82,22,1,3,39,3,7,1,9,6,6,1,191,8,405,"ADAMTS18"
"288",1,0,1,1,4,0,0,2,0,1,0,0,1,0,0,5,1,35,"ADAMTS19"
"289",6740,48,1786,1110,1858,364,92,3986,281,860,620,355,939,278,287,786,855,2279,"ADAMTS2"
"290",0,0,0,93,2,3,0,0,65,1,4,0,0,2,0,0,0,0,"ADAMTS20"
"291",23,115,62,36,117,19,54,32,7,14,8,2,38,6,8,45,3,403,"ADAMTS3"
"292",762,18,251,725,438,75,225,398,103,438,117,137,92,79,79,110,503,5488,"ADAMTS4"
"293",203,6,43,101,115,23,15,66,24,86,16,33,36,2,18,22,14,127,"ADAMTS5"
"294",166,4,91,78,43,37,3,92,33,55,31,23,65,17,58,28,29,56,"ADAMTS6"
"295",571,28,147,148,137,97,70,176,20,63,77,77,167,204,89,135,189,346,"ADAMTS7"
"296",34,0,19,42,27,5,1,6,0,18,4,1,6,4,16,2,0,113,"ADAMTS8"
"297",334,27,114,206,1309,66,36,204,39,224,38,34,169,27,96,104,41,10778,"ADAMTS9"
"298",2,0,0,5,20,2,0,4,0,3,3,0,0,0,2,0,1,26,"ADAMTS9-AS2"
"299",80,1,55,94,25,5,0,13,8,24,9,2,28,5,13,9,11,450,"ADAMTSL1"
"300",448,60,244,201,149,126,60,57,40,90,113,113,191,44,147,116,101,116,"ADAMTSL2"
"301",24,56,68,25,7,426,6,26,113,55,8,4,5,24,35,8,6,58,"ADAMTSL3"
"302",648,527,390,219,80,769,218,1038,259,546,721,143,301,192,559,144,500,221,"ADAMTSL4"
"303",64,277,199,63,24,1573,451,693,686,89,827,33,23,526,945,25,294,26,"ADAMTSL5"
"304",196,71,459,393,59,95,140,539,32,232,287,429,480,280,145,167,214,27,"ADAP1"
"305",370,60,748,304,107,348,149,334,372,854,271,138,356,106,263,287,153,149,"ADAP2"
"306",13552,3422,16008,17559,12213,12268,6536,10771,6824,22489,18954,7604,7317,12867,6324,13774,8644,14285,"ADAR"
"307",817,64,933,1155,1970,457,237,347,64,775,369,272,1095,118,424,406,356,2267,"ADARB1"
"308",740,17,609,1596,2223,4,223,113,6,583,58,1185,600,37,128,662,1,1818,"ADARB2"
"309",0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,3,"ADARB2-AS1"
"310",281,119,315,298,308,613,122,393,139,926,383,120,114,204,160,217,117,732,"ADAT1"
"311",507,160,522,297,378,415,493,331,395,714,372,402,434,307,552,302,311,552,"ADAT2"
"312",330,70,193,183,133,395,283,246,273,477,507,479,155,182,514,261,702,94,"ADAT3"
"313",1413,19,307,235,348,34,39,73,33,70,80,168,219,27,68,512,68,341,"ADC"
"314",199,114,294,183,164,283,259,253,158,385,409,395,163,277,292,386,250,195,"ADCK1"
"315",1052,327,1194,708,1285,1273,644,777,697,1778,1295,905,721,625,932,869,1887,803,"ADCK2"
"316",895,397,1556,1159,1925,1519,630,425,882,2936,1419,1402,866,1189,1361,807,438,2665,"ADCK3"
"317",974,373,1010,806,779,1246,677,701,1145,1188,1174,1773,958,899,873,1071,1649,959,"ADCK4"
"318",655,191,447,357,254,1036,489,319,732,439,1027,539,461,1042,1522,347,1341,358,"ADCK5"
"319",96,21,94,132,35,19,29,22,16,35,14,18,57,79,20,79,17,152,"ADCY1"
"320",13,2,20,31,27,2,2,3,0,2,3,26,53,0,2,66,3,13,"ADCY10"
"321",103,6,11,413,27,4,0,17,0,2,5,22,128,0,5,904,13,170,"ADCY2"
"322",1892,555,1389,1211,1523,1436,815,544,881,3593,2419,1265,1178,874,1254,1766,1711,3181,"ADCY3"
"323",634,29,292,508,102,176,48,94,27,99,212,146,185,123,431,175,319,73,"ADCY4"
"324",789,141,888,314,250,90,375,40,10,64,111,721,49,58,654,540,139,520,"ADCY5"
"325",2029,384,1008,1207,2361,803,695,911,640,1426,1566,4207,1239,1684,879,2772,1339,1594,"ADCY6"
"326",1661,252,3536,2262,1590,881,691,2313,255,1614,1238,720,1343,536,1000,1441,2054,452,"ADCY7"
"327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ADCY8"
"328",1434,279,1273,999,568,247,417,628,179,612,656,1474,1014,321,519,2355,728,534,"ADCY9"
"329",22,0,70,59,270,15,1,21,0,19,9,12,7,4,10,11,0,420,"ADCYAP1"
"330",30,10,31,153,108,3,3,17,4,9,5,62,5,9,3,12,0,24,"ADCYAP1R1"
"331",7081,1111,5754,6668,6186,3847,3604,3717,3118,8473,5313,4265,3566,2356,3080,5426,3152,5175,"ADD1"
"332",27,14,41,35,12,23,1,10,1,14,21,21,14,3,43,9,4,339,"ADD2"
"333",3524,1609,4840,6519,4040,1042,2010,4531,1035,27324,4708,3022,1992,1974,2005,2802,1196,4824,"ADD3"
"334",1,0,4,0,7,0,0,0,0,0,0,2,4,0,1,2,0,0,"ADGB"
"335",1,0,0,5,0,1,2,0,0,1,2,1,1,2,0,0,0,0,"ADH1A"
"336",62,0,190,331,12,30,0,3,4,24,1,2,9,0,44,2,0,0,"ADH1B"
"337",72,930,1,3993,0,2723,0,6,443,64,4,32,1,0,203,2,2,0,"ADH1C"
"338",2,0,1,4,0,0,0,1,0,7,4,1,2,0,3,1,1,0,"ADH4"
"339",8014,3617,7680,9196,5883,13847,6256,5957,14441,23621,9723,7558,3951,4913,5632,4279,10241,6346,"ADH5"
"340",19,1,0,166,2,3,1,11,1,8,6,1,1,3,11,5,10,7,"ADH6"
"341",357,2998,3810,484,177,946,1930,5478,6356,8863,3070,837,1723,4238,3956,14,5958,40,"ADH7"
"342",85,88,181,147,76,208,187,63,55,74,166,139,62,110,301,31,137,89,"ADHFE1"
"343",3235,2086,4453,5002,3647,5591,5510,2815,3872,7433,4907,4500,3373,2914,3179,3533,2374,3763,"ADI1"
"344",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ADIG"
"345",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ADIPOQ"
"346",4387,2499,4685,4537,3611,8619,6405,7873,5287,12334,5450,3415,3170,3717,3601,3788,3631,3464,"ADIPOR1"
"347",3767,1658,4241,3140,3402,6540,3553,4853,3177,6519,3394,4212,2307,2899,2058,3768,2163,2761,"ADIPOR2"
"348",1185,1008,1985,2483,2337,3498,2066,1496,2062,2177,1473,1459,1273,1122,868,1690,769,1123,"ADK"
"349",1871,532,919,843,930,4453,4045,5726,2850,2907,3397,1203,1497,1732,1186,989,2186,334,"ADM"
"350",1206,110,547,1883,3278,87,124,234,86,211,229,614,821,118,493,1640,217,1655,"ADM2"
"351",5025,1672,3986,3928,5591,4830,3921,3467,4188,10922,4949,4652,2906,2667,2206,7424,2349,6711,"ADNP"
"352",2059,581,1444,2707,3293,2160,1971,1215,1738,3541,1164,2142,1073,743,818,1603,1193,1947,"ADNP2"
"353",910,476,1603,1288,2858,1098,1281,1082,882,2009,943,836,1065,601,619,1282,604,2877,"ADO"
"354",117,32,82,378,75,20,9,84,11,53,24,113,16,34,52,74,21,274,"ADORA1"
"355",379,35,823,769,421,220,96,137,53,381,323,295,442,78,215,543,43,216,"ADORA2A"
"356",982,465,496,138,458,858,1299,493,747,1577,682,332,1051,504,400,259,561,1371,"ADORA2B"
"357",91,37,355,66,87,26,72,89,227,339,130,47,149,86,32,33,104,83,"ADORA3"
"358",3395,746,4123,2683,2585,2885,2604,1760,1655,3466,2608,2665,1690,1521,1960,1549,1999,1084,"ADPGK"
"359",345,38,694,705,397,199,65,109,99,262,196,301,299,60,219,405,65,279,"ADPRH"
"360",53,5,30,36,61,72,57,18,11,11,47,41,24,37,32,13,69,86,"ADPRHL1"
"361",1705,598,1931,1366,1396,3123,1780,1202,2051,2882,2311,1323,1219,1574,1621,1148,1820,1555,"ADPRHL2"
"362",3,0,2,8,2,0,0,0,0,1,0,2,0,0,0,3,0,0,"ADRA1A"
"363",182,0,32,89,324,8,10,0,1,16,0,30,249,0,4,180,1,19,"ADRA1B"
"364",7,0,1,10,6,0,4,4,0,0,1,0,1,1,2,5,2,8,"ADRA1D"
"365",367,20,2470,1293,48,328,6,150,20,394,329,54,63,26,392,16,22,24,"ADRA2A"
"366",32,33,185,310,178,25,39,53,8,16,17,127,33,45,43,22,16,230,"ADRA2B"
"367",18,14,36,167,130,24,7,15,15,12,12,9,101,116,24,120,43,15,"ADRA2C"
"368",12,0,99,40,7,10,12,2,9,5,9,4,25,18,12,7,32,4,"ADRB1"
"369",2172,238,893,2487,2256,1158,1658,1048,1131,787,362,1203,447,757,280,192,29,205,"ADRB2"
"370",6,1,2,2,10,0,1,0,1,0,18,93,25,0,10,170,1,0,"ADRB3"
"371",7040,1482,7629,6164,4589,7268,4666,4053,3461,10274,8264,4887,3611,5091,6712,4175,5317,2964,"ADRBK1"
"372",2011,187,1872,1893,1310,433,710,413,153,1393,485,1103,1174,193,736,1129,632,377,"ADRBK2"
"373",5791,1386,4117,2627,3935,5873,3541,5607,4078,7202,7933,6288,5549,3772,3748,5201,4441,3849,"ADRM1"
"374",1687,610,1748,1466,1933,1818,1290,829,1183,2207,1294,1226,1171,1047,923,1126,693,2041,"ADSL"
"375",3572,1541,3251,3825,4373,4891,3038,4344,3354,8339,3822,2412,1552,2128,2582,2619,2310,4405,"ADSS"
"376",79,136,170,64,375,1678,1034,212,637,163,350,273,140,935,70,398,735,22,"ADSSL1"
"377",273,20,432,370,958,54,123,156,19,206,73,210,178,59,63,1197,37,1476,"ADTRP"
"378",17679,163,3874,4778,4624,1936,608,6501,578,1824,2246,970,2070,1358,1450,1546,3656,7853,"AEBP1"
"379",2109,953,2202,2379,3097,2074,2972,2940,1779,5483,1728,2781,1301,1563,1109,1952,1049,2523,"AEBP2"
"380",884,316,1230,1130,698,1501,1385,1302,679,1838,1400,785,366,724,1097,595,691,1167,"AEN"
"381",17091,4986,16845,18134,15100,11264,12995,11417,15245,22793,20467,18076,10760,8754,10902,13068,17043,6925,"AES"
"382",4352,175,1567,4260,5032,2199,1793,1260,891,3451,2226,2483,1504,499,845,2552,1805,4307,"AFAP1"
"383",47,5,319,688,282,912,10,8,111,414,57,31,52,85,95,31,433,151,"AFAP1-AS1"
"384",798,154,245,476,308,552,382,218,319,682,87,180,393,104,254,230,87,594,"AFAP1L1"
"385",1220,623,1736,1668,835,1531,2464,1807,241,554,367,1575,1515,1035,508,876,1114,902,"AFAP1L2"
"386",3597,1179,3225,4583,6780,5720,3830,3390,1746,6122,3167,4926,2539,2417,1246,4092,1892,1793,"AFF1"
"387",443,2,96,720,421,47,638,18,44,772,7,323,19,9,256,51,557,105,"AFF2"
"388",47,3,293,308,42,113,6,77,9,174,47,66,401,5,134,56,15,8,"AFF3"
"389",3389,1204,3026,4748,5423,3860,3608,4454,2696,7937,2903,1195,1548,1653,1657,5438,1518,5940,"AFF4"
"390",722,256,799,501,425,934,1154,505,342,781,984,600,486,1000,882,407,872,624,"AFG3L1P"
"391",3211,1284,3416,2799,4550,4757,3155,1929,3077,10200,3392,3147,2169,2147,2227,2631,4038,4401,"AFG3L2"
"392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AFM"
"393",1091,342,792,663,802,1389,962,574,1099,1598,1184,808,838,915,715,768,697,1191,"AFMID"
"394",6,2,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"AFP"
"395",3588,1245,3161,3989,3911,3315,3186,3071,2694,7366,1953,1805,1478,1417,1466,1834,2439,2636,"AFTPH"
"396",458,316,1276,929,1073,1349,839,1111,669,1452,644,524,293,301,309,471,344,651,"AGA"
"397",3835,200,842,2433,2161,741,1051,619,495,2313,1162,3219,1193,696,854,667,845,2367,"AGAP1"
"398",60,17,102,89,71,825,161,248,224,68,35,86,137,326,316,372,1158,49,"AGAP11"
"399",467,28,754,583,315,220,40,149,62,394,469,247,367,139,372,448,104,39,"AGAP2"
"400",2830,251,2142,1993,2252,1635,1317,2072,1133,1866,3130,2910,2035,2441,2239,1464,4958,2106,"AGAP3"
"401",91,13,87,72,63,57,19,49,27,112,27,29,188,161,26,118,12,111,"AGAP4"
"402",160,43,192,170,142,152,164,111,63,160,197,174,160,202,159,174,135,144,"AGAP5"
"403",649,104,859,546,511,518,612,359,158,542,993,819,731,674,746,630,489,540,"AGAP6"
"404",33,11,29,139,108,36,26,79,11,16,185,86,55,18,39,32,15,21,"AGAP7"
"405",135,25,174,25,18,146,276,7,50,28,115,298,49,32,221,31,228,27,"AGAP8"
"406",25,2,13,26,28,23,16,8,3,16,38,38,28,18,24,25,22,9,"AGAP9"
"407",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"AGBL1"
"408",122,11,68,40,103,28,16,46,1,38,33,28,63,16,28,71,55,116,"AGBL2"
"409",23,1,10,30,34,15,4,7,19,30,14,13,52,5,8,20,11,26,"AGBL3"
"410",4,0,5,2,26,0,0,0,0,0,1,4,0,0,1,4,0,9,"AGBL4"
"411",610,393,713,533,1674,994,546,415,591,1410,1237,944,621,813,362,582,532,1677,"AGBL5"
"412",484,36,383,271,189,289,186,108,60,152,522,468,390,626,615,195,625,156,"AGER"
"413",4673,1002,2840,3826,3045,2401,7071,3653,3312,10502,3822,2914,2026,2317,1638,1862,2972,7618,"AGFG1"
"414",828,296,981,803,493,517,541,661,594,744,1534,553,465,565,716,485,839,204,"AGFG2"
"415",1592,752,1960,1814,3019,2659,1430,1338,1232,3623,1284,1215,1113,886,826,1642,708,2489,"AGGF1"
"416",1482,437,1197,1368,1446,1756,1178,1150,1097,1508,1677,1172,991,869,990,1105,1397,924,"AGK"
"417",2003,3517,2013,2536,2491,6185,3082,1628,3409,5925,5025,1593,1379,1108,2599,1539,3389,1720,"AGL"
"418",92,44,273,124,102,123,101,63,83,253,355,195,171,188,169,138,9,70,"AGMAT"
"419",6,7,3,151,8,1,1,2,4,0,42,16,0,1,0,4,1,2,"AGMO"
"420",1879,678,2237,2140,1886,2521,1350,1435,1136,1789,2065,1324,895,1482,1107,1271,1100,2789,"AGPAT1"
"421",1052,709,1473,723,220,637,1177,1918,1400,512,1151,401,813,1252,642,364,2059,754,"AGPAT2"
"422",8899,703,4446,4518,3510,2503,1416,2051,830,4849,2976,3180,3218,1953,1828,4788,4277,4522,"AGPAT3"
"423",328,250,140,145,116,83,207,935,150,175,91,40,128,199,206,72,202,649,"AGPAT4"
"424",3,5,1,5,1,5,2,19,1,2,1,3,6,5,9,5,2,11,"AGPAT4-IT1"
"425",2237,627,1741,2535,4549,1962,1822,1731,3501,7142,2103,2652,1477,1210,2643,1678,2737,4592,"AGPAT5"
"426",4225,724,2950,3977,3915,3760,2309,2201,1742,3543,4374,3552,2700,2192,4556,3654,3201,4058,"AGPAT6"
"427",95,64,138,119,61,202,72,103,109,143,89,48,68,35,60,38,34,158,"AGPAT9"
"428",38,24,63,65,96,69,47,23,51,71,65,77,30,49,30,15,23,46,"AGPHD1"
"429",1557,1047,1978,1167,1057,6547,1898,2391,1916,4249,1933,1199,1306,1312,1098,1494,1706,2486,"AGPS"
"430",495,286,999,510,15,10466,1056,478,4245,2750,2508,483,79,209,2587,13,307,32,"AGR2"
"431",5,0,11,21,0,786,2,26,1,5,0,1,0,0,2,0,0,0,"AGR3"
"432",15574,5077,15864,10763,4544,10337,8197,7377,4614,9415,17445,17409,16624,9499,6363,10705,15522,18616,"AGRN"
"433",0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,3,0,"AGRP"
"434",7,2,3,16,7,19,4,17,2,26,52,8,5,15,3,0,4,9,"AGSK1"
"435",162,0,8,98,5,17,5,12,11,10,2,13,6,2,2,5,11,52,"AGT"
"436",1209,349,831,1263,1375,952,928,554,1317,1952,849,796,985,515,681,1127,620,623,"AGTPBP1"
"437",16,0,0,12,4,1,0,31,0,1,0,1,4,0,1,1,4,9,"AGTR1"
"438",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AGTR2"
"439",1107,857,1884,815,659,3528,912,1650,1578,2611,1931,698,953,980,1039,660,1899,1674,"AGTRAP"
"440",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"AGXT"
"441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"AGXT2"
"442",0,0,1,0,5,0,0,0,0,0,0,0,4,0,1,0,0,0,"AGXT2L1"
"443",1114,260,1194,1005,518,1088,649,366,397,570,948,946,765,360,1001,831,778,293,"AGXT2L2"
"444",2725,1054,2716,2578,3766,4378,3234,3067,2328,9410,2938,1936,1814,1809,1704,2237,1692,4416,"AHCTF1"
"445",4687,1605,4232,3174,4478,8412,7148,3882,7312,13006,6946,9580,5092,4043,4676,7248,4705,6911,"AHCY"
"446",4784,1596,4749,4802,5288,5967,3642,2869,3289,9399,4618,3753,2956,1655,2870,4402,2944,7551,"AHCYL1"
"447",1893,233,949,1394,1312,1071,688,642,933,2163,916,444,526,468,399,1785,1597,2028,"AHCYL2"
"448",4224,680,1502,2464,2923,3905,1713,2373,1552,3531,3432,2593,2291,1962,1785,3690,2662,2906,"AHDC1"
"449",880,122,620,433,640,427,420,334,440,873,429,363,763,188,276,618,321,1353,"AHI1"
"450",24973,22807,26321,42440,32157,45664,31382,90347,16646,29010,39738,27469,14859,31777,16214,22219,35257,10902,"AHNAK"
"451",901,6422,1049,2460,787,4209,2247,11724,3368,1196,1873,4194,1936,4012,1172,239,1874,625,"AHNAK2"
"452",2932,627,5580,4038,3293,5275,5213,3658,4177,6311,2033,1306,2523,1156,1051,1748,1672,2500,"AHR"
"453",163,38,196,527,78,76,180,140,94,177,57,161,667,100,118,93,9,86,"AHRR"
"454",2160,1270,3886,1933,1497,5688,3182,3254,3847,10611,2865,2689,1491,2792,2488,2111,1661,2406,"AHSA1"
"455",2174,275,1629,1169,1849,1898,1430,507,430,1294,1978,1604,1858,1124,1644,2077,4321,1138,"AHSA2"
"456",0,0,0,0,2,0,1,4,0,1,0,0,0,0,1,0,3,0,"AHSG"
"457",3,0,3,1,0,1,2,0,0,1,0,1,1,2,3,1,1,0,"AHSP"
"458",18,1,93,66,8,84,0,0,2,24,6,1,10,1,43,3,1,0,"AICDA"
"459",4327,1420,4053,3965,4010,5010,3524,4278,3734,13085,2994,1700,2753,2205,1660,2810,3019,7117,"AIDA"
"460",1556,142,4148,1075,627,535,341,421,391,1931,939,643,1439,281,491,725,487,237,"AIF1"
"461",878,324,646,1267,128,1584,631,534,948,565,25,1038,753,170,259,53,270,1181,"AIF1L"
"462",1702,405,1928,1227,1240,1679,942,981,1105,2198,1278,1643,1136,871,886,999,829,1011,"AIFM1"
"463",391,222,879,465,437,987,305,499,329,460,788,609,990,313,235,949,501,420,"AIFM2"
"464",58,30,54,19,16,88,88,20,45,47,71,72,57,155,35,36,703,19,"AIFM3"
"465",736,472,857,517,193,885,1173,1092,897,1295,435,627,678,267,476,351,452,669,"AIG1"
"466",5836,2217,4682,3687,5088,4126,4115,4758,3358,13743,4419,2000,2197,3354,3513,4406,4712,4152,"AIM1"
"467",558,820,413,390,48,3441,1193,3121,2400,1079,2087,588,287,2519,1591,95,3034,77,"AIM1L"
"468",190,387,1924,688,183,1579,125,1644,1467,461,3692,143,171,5600,814,194,807,7,"AIM2"
"469",2020,871,2437,2094,3070,2870,2645,2122,2848,3980,2148,1798,1416,1215,1503,1487,2192,2370,"AIMP1"
"470",753,234,458,399,649,1042,480,657,247,1097,911,464,501,520,523,510,697,638,"AIMP2"
"471",1834,715,2552,2016,2135,2410,2019,870,2407,2898,1775,1871,1096,1101,1287,1691,976,1767,"AIP"
"472",25,0,25,19,22,0,1,0,1,0,3,0,229,1,0,35,4,0,"AIPL1"
"473",36,0,15,56,5,5,0,4,0,0,3,17,3,0,32,219,1,1,"AIRE"
"474",6,0,78,16,61,14,9,119,4,23,9,1,9,0,2,4,2,793,"AJAP1"
"475",4184,864,2329,3728,5777,4192,1836,1234,1937,6731,1920,1989,2495,1527,954,2476,1476,2437,"AJUBA"
"476",1441,585,1410,809,1053,597,980,1226,638,1212,933,865,1331,711,1120,1037,690,677,"AK1"
"477",10459,3348,8559,5131,6936,8031,9081,5912,10145,15738,10824,7393,6121,5468,7072,4845,5641,9955,"AK2"
"478",2792,1007,4801,3122,3428,3635,2782,2606,3537,4459,3102,3253,2059,3154,2108,4317,2881,2721,"AK3"
"479",219,1300,826,281,287,1484,4244,2417,2961,5162,2036,582,444,1769,953,138,1010,572,"AK4"
"480",40,2,29,20,79,3,11,28,4,18,4,7,31,2,8,6,4,59,"AK5"
"481",2,39,21,19,38,88,44,8,22,20,11,1,24,5,18,11,90,10,"AK7"
"482",75,4,168,56,29,17,10,46,50,15,12,53,82,11,57,22,21,58,"AK8"
"483",2930,1018,2022,1339,2070,5108,1779,1665,1897,7041,3056,2589,1557,2288,2039,2375,1927,4222,"AKAP1"
"484",777,252,626,600,974,691,568,565,597,1669,662,538,472,366,347,702,318,1041,"AKAP10"
"485",1598,550,2955,2705,2649,2436,2289,2313,1963,3851,1240,1193,1179,655,827,2959,1169,3441,"AKAP11"
"486",508,10,296,661,157,82,15,208,41,319,69,20,137,18,61,77,28,335,"AKAP12"
"487",4685,1461,4730,6057,3131,4036,2792,3655,1402,6935,5355,2222,1683,2520,3263,2043,2335,3233,"AKAP13"
"488",1,0,16,0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,"AKAP14"
"489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AKAP17A"
"490",5,0,2,4,2,3,0,2,1,6,1,1,1,0,2,7,0,6,"AKAP2"
"491",13,19,19,106,44,42,15,19,18,44,22,14,26,13,28,14,10,212,"AKAP3"
"492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AKAP4"
"493",181,46,735,216,389,220,89,101,51,322,174,249,179,93,52,182,47,98,"AKAP5"
"494",143,30,200,97,367,23,61,37,17,103,39,86,149,15,27,158,15,190,"AKAP6"
"495",862,82,488,218,1023,57,102,323,84,131,168,300,199,61,103,232,145,526,"AKAP7"
"496",1785,534,1634,1417,1556,2032,1694,1281,1566,3896,1850,2124,1221,1118,1760,1880,1798,1588,"AKAP8"
"497",2479,465,2289,2091,2145,1717,1703,1714,1630,2876,2692,3523,1908,2129,2565,3049,2633,2678,"AKAP8L"
"498",2316,828,2738,3829,2896,3107,1442,2207,1423,3521,2589,1511,1288,1032,1003,2288,1741,3969,"AKAP9"
"499",143,78,183,149,329,212,225,118,239,302,186,210,95,138,88,188,94,431,"AKD1"
"500",988,433,728,900,679,619,519,558,351,1277,796,610,493,268,527,567,414,624,"AKIP1"
"501",2523,811,2319,3049,2380,2931,2776,2490,2116,6305,2332,1136,1586,1396,1647,3331,1384,5100,"AKIRIN1"
"502",2177,664,2276,1678,1740,1648,3786,2135,1865,3065,1854,1248,912,1658,1078,1531,873,2474,"AKIRIN2"
"503",21,1,15,22,34,18,71,30,21,43,16,18,12,15,9,30,4,34,"AKIRIN2-AS1"
"504",2678,322,5236,4541,2752,1663,724,821,383,3004,2562,2141,2333,975,2054,2958,708,463,"AKNA"
"505",0,1,0,4,0,214,1,4,10,1,0,0,0,0,1,0,0,1,"AKNAD1"
"506",5463,2667,6634,4445,3927,12207,5587,2884,10561,13617,10068,4003,4733,6001,6332,3498,6140,2408,"AKR1A1"
"507",1157,462,2020,1269,1959,337,838,1262,655,1445,582,1756,1366,800,645,1769,849,2753,"AKR1B1"
"508",393,1274,209,298,43,572,3141,8840,2043,4302,116,96,36,1573,154,142,697,268,"AKR1B10"
"509",12,19,13,18,6,107,182,116,111,203,5,2,1,80,70,8,506,6,"AKR1B15"
"510",1708,1063,91,4657,79,2278,536,600,1902,2837,203,194,11,185,181,558,1024,196,"AKR1C1"
"511",805,2087,48,632,98,3840,1218,1106,1717,4076,229,145,184,407,453,267,2164,114,"AKR1C2"
"512",183,555,147,691,56,165,323,1534,1237,2919,166,47,24,282,156,138,728,178,"AKR1C3"
"513",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,"AKR1C4"
"514",1,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,25,"AKR1CL1"
"515",0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0,0,0,"AKR1D1"
"516",213,70,10,100,99,209,139,45,100,285,127,160,37,166,82,71,92,18,"AKR1E2"
"517",1480,512,1167,1041,1295,3017,1410,879,1419,3134,2031,1181,1203,1217,1431,960,1021,1859,"AKR7A2"
"518",5,0,1,1,8,5,6,4,0,16,3,4,3,2,2,12,1,6,"AKR7A2P1"
"519",38,57,38,8,20,380,89,41,177,124,264,123,27,183,223,25,289,38,"AKR7A3"
"520",11,6,21,14,45,51,12,13,25,25,78,46,38,58,95,21,145,20,"AKR7L"
"521",3828,1738,5032,3444,2943,7723,5809,2321,5024,6765,5409,4857,2491,6038,4141,2741,5432,4932,"AKT1"
"522",2939,889,2094,1373,1842,2381,1807,2331,2452,4333,2802,3257,1688,1553,2365,2623,2850,2311,"AKT1S1"
"523",4737,1263,3629,3355,3545,4482,2866,2901,3097,6546,4432,6406,3036,3159,4106,4396,2762,3717,"AKT2"
"524",4521,202,1109,3062,4816,264,117,1902,265,668,546,1947,2682,132,187,2654,82,2904,"AKT3"
"525",461,282,829,747,590,1164,891,995,1171,1417,655,421,135,568,669,525,599,390,"AKTIP"
