"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9","symbol"
"18908",1003,215,1223,1316,1504,567,753,1171,796,2183,1142,439,552,229,604,778,373,3943,"SLC4A7"
"18909",32,1,72,53,17,19,6,3,2,31,16,10,19,9,33,27,16,22,"SLC4A8"
"18910",1,3,1,0,0,3,4,3,1,0,6,2,1,5,3,1,10,0,"SLC4A9"
"18911",1270,813,1720,1105,915,3878,1796,2232,2250,3501,2099,588,846,1518,1563,992,3049,1213,"SLC50A1"
"18912",130,66,18,243,8,30,101,1230,128,43,8,6,12,26,307,2,60,11,"SLC5A1"
"18913",15,15,15,5,12,28,34,18,28,26,17,10,16,32,22,34,14,6,"SLC5A10"
"18914",1,1,1,9,0,233,6,0,29,0,1,8,4,24,3,4,2,2,"SLC5A11"
"18915",12,6,24,206,79,3,9,2,35,487,10,84,36,5,5,76,10,0,"SLC5A12"
"18916",3,0,2,3,1,0,0,0,2,0,2,1,5,1,1,2,5,7,"SLC5A2"
"18917",1685,962,2435,1965,2084,3944,1959,2197,1405,3595,1720,2603,1343,1311,756,1000,993,1826,"SLC5A3"
"18918",7,0,3,8,4,3,1,3,0,3,4,2,1,0,2,4,1,2,"SLC5A4"
"18919",11,0,12,10,6,10,2,3,2,19,8,4,3,0,6,2,1,0,"SLC5A5"
"18920",2768,379,1425,1539,896,1013,970,644,546,3528,1649,1581,1338,1119,1844,2580,3543,9313,"SLC5A6"
"18921",1,0,3,0,3,0,0,2,0,0,4,0,1,0,2,0,0,5,"SLC5A7"
"18922",7,0,6,8,0,2,0,1,0,0,0,0,0,0,9,12,0,2,"SLC5A8"
"18923",3,0,2,3,26,0,1,1,2,1,1,2,4,2,0,4,1,8,"SLC5A9"
"18924",25,6,54,25,40,16,16,19,9,7,15,9,177,5,20,37,6,20,"SLC6A1"
"18925",6,3,1,2,4,12,29,14,18,5,35,15,2,823,28,8,5910,1,"SLC6A10P"
"18926",2,3,10,1,0,306,62,55,76,7,0,1,64,111,78,1,11,94,"SLC6A11"
"18927",57,3,103,17,15,2,5,9,4,43,46,14,18,3,16,15,21,4,"SLC6A12"
"18928",6,0,4,8,3,2,0,0,2,1,10,7,4,4,6,4,2,0,"SLC6A13"
"18929",607,130,188,538,14,35,235,2438,156,642,131,11,6,56,356,4,61,44,"SLC6A14"
"18930",261,138,145,75,1133,12,147,2025,307,5,56,60,227,77,24,484,211,2731,"SLC6A15"
"18931",24,12,57,37,53,21,13,5,20,21,22,40,133,12,80,49,9,18,"SLC6A16"
"18932",10,5,19,9,9,1,7,9,3,33,11,7,4,65,32,4,7,228,"SLC6A17"
"18933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLC6A18"
"18934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLC6A19"
"18935",4,12,9,1,0,2,91,5,10,24,18,4,0,8,3,1,0,0,"SLC6A2"
"18936",30,1,2,7,5,2,1,2,0,2,1,2,2,0,2,7,0,0,"SLC6A20"
"18937",7,0,3,3,3,0,0,0,0,0,3,10,0,5,1,0,0,0,"SLC6A3"
"18938",3,3,11,2,10,6,62,37,18,6,0,5,3,25,69,3,2,6,"SLC6A4"
"18939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLC6A5"
"18940",2611,1463,3766,2385,3000,2214,1088,3283,1513,954,2526,2550,1445,548,1742,1811,305,5109,"SLC6A6"
"18941",45,0,5,2,4,5,1,3,1,13,32,3,9,6,22,3,19,1,"SLC6A7"
"18942",1984,4513,2748,4191,2372,12423,19914,4077,9537,5634,12407,10833,1245,6137,5293,2959,10496,1263,"SLC6A8"
"18943",1046,539,499,1038,823,2613,818,1109,1460,1970,720,823,1146,1268,838,1324,1505,985,"SLC6A9"
"18944",2301,3366,3361,2185,5973,3767,11245,4386,2307,7199,2393,2446,1815,1923,2278,3060,1843,4460,"SLC7A1"
"18945",3,0,5,7,1,9,0,1,0,1,7,0,2,0,5,5,0,0,"SLC7A10"
"18946",304,242,149,362,180,83,196,490,519,376,150,12,38,27,258,183,174,497,"SLC7A11"
"18947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLC7A13"
"18948",1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,"SLC7A14"
"18949",5230,56,1362,6046,10312,74,424,117,56,289,44,1647,1348,37,194,2713,1152,7555,"SLC7A2"
"18950",1,0,1,0,11,0,0,0,0,0,0,0,0,0,5,1,0,57,"SLC7A3"
"18951",7,13,16,14,2,6,48,81,1,9,2,7,0,39,5,2,24,16,"SLC7A4"
"18952",2252,6161,2841,3444,3551,14024,7928,6379,11543,10498,6379,1053,1736,4419,4598,2205,4744,3144,"SLC7A5"
"18953",14,7,5,6,12,7,1,8,22,11,11,21,4,0,9,10,13,12,"SLC7A5P1"
"18954",21,15,11,20,21,22,11,8,6,29,12,30,18,23,7,51,30,46,"SLC7A5P2"
"18955",1561,384,2111,1823,1234,2214,672,1399,716,1967,1540,931,1001,956,1424,1179,862,1636,"SLC7A6"
"18956",125,82,164,130,119,230,101,147,107,353,169,67,69,131,106,101,76,176,"SLC7A6OS"
"18957",1255,84,1854,1174,356,207,118,301,352,1181,624,243,868,151,451,756,320,82,"SLC7A7"
"18958",1431,504,1671,990,355,230,1505,1963,555,2038,2088,349,1070,1864,785,673,1972,320,"SLC7A8"
"18959",6,5,48,10,22,2,7,2,4,1,11,23,27,6,5,9,3,25,"SLC7A9"
"18960",585,37,1129,453,338,84,80,84,72,464,234,122,439,46,122,272,93,119,"SLC8A1"
"18961",4,27,28,3,3,90,39,9,306,12,27,42,3,397,219,3,89,15,"SLC8A2"
"18962",8,0,8,19,2,8,0,3,0,3,1,1,79,1,1,8,0,13,"SLC8A3"
"18963",2695,813,1827,1456,767,2924,2063,1354,2036,2851,4399,1582,1641,1457,1752,1526,1502,1586,"SLC9A1"
"18964",1,1,0,4,7,10,1,9,0,3,2,9,3,3,3,6,4,2,"SLC9A10"
"18965",2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,3,0,1,"SLC9A11"
"18966",114,24,103,476,41,3137,28,14,782,1220,8,374,278,234,185,173,62,135,"SLC9A2"
"18967",71,11,29,21,8,46,299,60,6,22,165,61,41,27,101,54,1089,12,"SLC9A3"
"18968",6042,5800,6083,3806,1397,22398,8231,13182,10747,14459,10554,7673,2261,13012,7955,1881,7808,1184,"SLC9A3R1"
"18969",1899,183,1273,1725,450,1423,428,1033,1658,702,898,980,975,556,892,453,1522,328,"SLC9A3R2"
"18970",41,21,41,62,27,853,37,47,256,637,24,22,16,31,80,9,25,18,"SLC9A4"
"18971",36,13,44,32,37,21,57,22,15,15,43,85,123,49,75,86,80,85,"SLC9A5"
"18972",1106,612,1977,1163,1445,2005,1333,1000,1214,2103,974,1300,770,670,558,967,545,1324,"SLC9A6"
"18973",176,44,176,265,179,133,41,80,14,136,88,315,104,54,42,638,35,427,"SLC9A7"
"18974",3,0,4,5,1,0,0,0,2,4,0,3,4,1,1,6,1,2,"SLC9A7P1"
"18975",1374,438,1354,916,990,1236,794,883,644,1452,2384,847,1073,1088,1576,1306,1187,522,"SLC9A8"
"18976",406,280,966,789,343,974,908,1146,1024,3598,289,474,1313,479,325,1611,166,109,"SLC9A9"
"18977",7,2,12,20,21,14,9,9,14,15,13,4,10,3,10,8,1,7,"SLC9B1"
"18978",113,40,262,186,183,524,43,86,143,188,134,80,134,51,132,172,158,233,"SLC9B2"
"18979",13,2,10,376,266,12,2,5,109,5,1,204,9,5,13,6,74,0,"SLCO1A2"
"18980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLCO1B1"
"18981",13,3,2,2,2,1,17,31,25,0,8,0,3,3,4,2,1,0,"SLCO1B3"
"18982",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SLCO1B7"
"18983",17,2,12,33,7,10,1,3,2,6,8,0,12,0,7,7,0,13,"SLCO1C1"
"18984",4370,141,3122,2922,11761,556,398,329,273,479,259,2434,8895,6499,296,5580,110,3884,"SLCO2A1"
"18985",2604,102,5298,2110,2180,523,101,435,439,2289,1308,423,1557,224,829,2221,455,483,"SLCO2B1"
"18986",1158,722,1727,1388,2403,5125,2147,1661,1232,2482,1939,758,612,1528,888,698,2073,2173,"SLCO3A1"
"18987",223,138,256,177,22,415,509,239,498,233,493,34,123,210,117,74,361,54,"SLCO4A1"
"18988",121,10,75,67,45,9,7,25,4,10,7,10,13,6,20,12,14,4,"SLCO4C1"
"18989",69,3,142,378,154,24,4,14,3,51,25,28,60,11,22,196,1,292,"SLCO5A1"
"18990",66,4,0,40,36,9,45,5,10,8,25,8,0,3,7,55,12,4,"SLCO6A1"
"18991",0,0,0,2,2,10,2,2,6,2,13,1,0,5,9,1,0,0,"SLED1"
"18992",2414,669,2577,2077,1342,482,2883,722,275,1175,1125,724,2393,250,933,1365,285,3973,"SLFN11"
"18993",272,49,270,177,342,90,25,63,45,153,162,122,107,74,106,172,22,935,"SLFN12"
"18994",19,7,54,30,54,9,7,9,7,50,12,9,16,4,6,44,1,49,"SLFN12L"
"18995",4018,2400,2619,1952,4652,5327,2216,1541,2547,378,3239,4718,5405,2584,2228,4606,113,103,"SLFN13"
"18996",8,0,11,15,4,2,3,0,0,8,11,0,3,0,18,6,0,1,"SLFN14"
"18997",1441,904,2039,1966,998,2278,1191,1729,481,2895,2008,723,828,1003,415,1422,800,803,"SLFN5"
"18998",1,1,0,5,1,1,0,4,1,2,10,6,7,1,3,3,3,11,"SLFNL1"
"18999",739,645,1193,738,587,2284,2180,1345,1854,3511,1250,914,638,1111,1330,806,710,943,"SLIRP"
"19000",13,1,36,16,59,10,10,87,8,37,22,24,33,4,82,37,4,71,"SLIT1"
"19001",132,2,24,185,225,16,35,57,8,13,5,9,24,2,2,176,19,1793,"SLIT2"
"19002",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,"SLIT2-IT1"
"19003",2280,13,921,729,705,113,62,377,49,183,112,1304,1413,26,85,2415,27,4421,"SLIT3"
"19004",0,0,0,0,0,0,0,0,87,0,0,1,4,0,0,2,0,0,"SLITRK1"
"19005",6,1,5,4,0,0,0,1,0,2,0,1,1,1,1,0,4,1,"SLITRK2"
"19006",2,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"SLITRK3"
"19007",37,1,3,0,6,3,0,8,1,7,2,1,4,49,152,0,135,2,"SLITRK4"
"19008",119,0,49,11,528,6,0,8,70,3,0,31,15,3,118,175,15,67,"SLITRK5"
"19009",31,11,33,61,9,8,2989,1100,377,261,1,12,4,107,10,4,123,16,"SLITRK6"
"19010",2083,1838,2499,2900,3902,16384,4616,5104,9212,14331,5553,1792,1461,3050,2880,2131,2328,3883,"SLK"
"19011",1632,1143,1436,1973,3526,3695,2418,2190,2746,5172,2486,1358,1491,1372,1699,2336,1335,2562,"SLMAP"
"19012",209,38,100,139,390,65,33,54,13,230,19,305,110,53,30,133,126,315,"SLMO1"
"19013",1975,1349,2338,1384,3406,3884,4595,3250,5461,5519,2623,2567,1679,1558,1550,1961,2029,2465,"SLMO2"
"19014",1,0,0,0,3,4,2,0,1,0,2,3,3,3,1,0,0,0,"SLMO2-ATP5E"
"19015",519,0,2,0,11,0,5,28,14,11,3,2,1,4,150,1,2,2,"SLN"
"19016",8791,2976,6080,3567,155,5735,13219,35406,18764,28008,16198,1994,165,2921,9388,113,5129,827,"SLPI"
"19017",4625,1380,4876,5023,5066,4568,4154,3347,2191,9043,5640,3579,2084,3030,3717,2753,3483,2782,"SLTM"
"19018",1896,1088,2605,2877,3747,3006,2435,2079,2811,4019,1640,1779,1429,1196,1030,2523,762,2583,"SLU7"
"19019",7,31,41,14,3,14,25,1105,1173,59,3,5,2,33,2541,0,49,38,"SLURP1"
"19020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLX1A"
"19021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLX1A-SULT1A3"
"19022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLX1B"
"19023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SLX1B-SULT1A4"
"19024",541,176,489,368,305,989,470,418,330,887,1042,526,536,783,543,740,911,586,"SLX4"
"19025",136,45,126,113,273,185,78,108,112,284,110,108,72,89,45,96,86,252,"SMA4"
"19026",116,30,155,123,175,161,28,48,180,282,121,123,97,58,48,93,91,124,"SMA5"
"19027",2333,1102,2155,3109,5903,2067,1686,1454,1230,3591,2001,1910,1090,1278,1010,1402,793,2282,"SMAD1"
"19028",4432,1659,3790,5188,6093,5810,4507,3941,3497,12113,3274,5188,2511,2516,1560,3241,2488,6647,"SMAD2"
"19029",6672,2070,3997,4841,4396,5587,5866,3054,2705,9307,7303,3504,3687,5881,4807,1816,3565,2248,"SMAD3"
"19030",3356,913,3176,4712,8659,4258,2723,1744,2487,7486,2221,3962,2424,1507,1201,2864,1651,6546,"SMAD4"
"19031",2392,1308,2985,3974,7850,4774,3458,4527,3276,6248,2268,3501,3291,1674,1098,4095,1529,4154,"SMAD5"
"19032",17,27,49,33,108,71,52,50,25,142,29,56,59,19,18,61,39,10,"SMAD5-AS1"
"19033",282,52,133,132,346,91,74,97,41,59,71,216,92,44,96,177,123,104,"SMAD6"
"19034",1458,106,1015,1710,2349,536,868,1225,300,1096,430,1170,916,241,277,1492,623,1570,"SMAD7"
"19035",113,29,365,388,220,124,30,54,20,58,42,89,45,20,76,209,23,277,"SMAD9"
"19036",365,249,472,305,147,2932,519,974,1163,2149,1100,705,269,1157,1779,235,525,409,"SMAGP"
"19037",1587,437,1416,1164,1835,1141,1296,1577,1347,2823,968,1176,602,482,643,1163,657,1959,"SMAP1"
"19038",2437,347,3650,5485,7482,1850,857,1197,1599,3538,1854,1000,1390,698,1800,1967,505,3374,"SMAP2"
"19039",708,780,1463,407,1084,761,955,806,164,475,307,952,156,289,73,332,63,2788,"SMARCA1"
"19040",12995,1829,11920,14086,17286,4033,2543,3560,2711,7444,3758,8464,5555,2222,2456,9408,3591,7380,"SMARCA2"
"19041",7265,1875,4418,7240,7517,10596,4622,5010,5346,16332,12314,12463,5393,5567,7473,16486,6284,10424,"SMARCA4"
"19042",4924,2065,5251,5955,9827,4956,4750,4255,3935,12869,3947,3011,2907,2202,2279,3999,1940,7777,"SMARCA5"
"19043",1877,668,1725,2621,4105,1730,1582,1246,1571,3232,1141,1446,1003,854,663,2005,1084,2966,"SMARCAD1"
"19044",829,383,1006,789,680,534,684,704,618,1653,885,625,498,505,417,453,562,1070,"SMARCAL1"
"19045",3602,1186,2986,3520,4079,3663,3306,2051,2310,5263,3146,2793,2548,2192,2255,2193,859,3874,"SMARCB1"
"19046",3021,2290,3281,7529,8613,8566,5008,2640,6575,20636,9131,5538,2686,3835,5306,5204,2039,10922,"SMARCC1"
"19047",6462,1427,4534,5260,5345,6468,4356,3110,2222,8490,6425,7155,4378,3858,3203,7896,2984,4866,"SMARCC2"
"19048",3632,852,3007,2949,3720,2642,1957,2648,1238,3716,3025,3245,1765,1806,1329,3798,1282,3892,"SMARCD1"
"19049",4839,1179,5039,3303,3820,9332,4045,3027,5324,9558,4812,3803,2718,4366,2825,3811,3287,4989,"SMARCD2"
"19050",310,8,210,254,747,68,39,120,40,79,166,78,92,71,94,149,109,594,"SMARCD3"
"19051",5088,1508,5831,4314,9888,7376,5409,3906,4998,8643,3897,3761,3715,2294,3137,4402,2489,9701,"SMARCE1"
"19052",6028,2186,7248,4484,6777,7806,4754,2997,3132,18345,5529,8104,4229,2848,2514,4540,1742,6565,"SMC1A"
"19053",700,470,942,395,3148,1936,1375,456,704,1143,694,1384,1111,553,518,941,85,1162,"SMC1B"
"19054",3595,1466,2745,2542,5326,3689,3328,1367,4116,7203,2564,2718,2730,1384,1259,2279,1825,6355,"SMC2"
"19055",2443,2167,3917,4529,7205,6355,4644,3178,3807,11139,3692,3514,3464,2399,2128,3501,1723,5377,"SMC3"
"19056",7313,8493,10643,6984,15705,19898,12559,7242,8320,32354,10730,15087,11810,6668,4588,5056,3576,7817,"SMC4"
"19057",2604,1044,2375,3467,3219,3231,3262,1923,3200,7517,2706,2184,1719,1069,1539,1952,1705,4758,"SMC5"
"19058",3416,1745,2960,3171,2495,4949,4388,3582,3357,14422,5639,1687,1484,2807,1853,1684,5325,3812,"SMC6"
"19059",2821,799,5067,5604,6360,3500,2388,2748,2410,9549,2411,2636,2212,1896,1438,3074,1667,6032,"SMCHD1"
"19060",0,0,0,0,1,475,3,90,246,2,1,1,0,1,1,0,1,0,"SMCP"
"19061",1,5,0,0,3,2,1,1,1,0,2,0,2,0,1,3,7,5,"SMCR5"
"19062",406,168,501,222,387,434,255,168,453,408,339,454,286,270,283,363,212,553,"SMCR7"
"19063",2240,642,1797,1984,2274,2390,1612,905,1089,3105,1981,1555,1619,1055,1152,1929,1304,1963,"SMCR7L"
"19064",1599,475,1514,1117,1953,1334,1004,851,839,3290,1551,1189,1185,732,681,1398,545,2482,"SMCR8"
"19065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SMCR9"
"19066",2597,1477,4439,3214,3259,5272,5139,2573,3111,11725,3449,1617,1565,2562,2602,1704,1989,4767,"SMEK1"
"19067",3858,1404,4249,4105,4620,3745,3519,3476,3510,5506,2731,2237,2194,2048,1661,2415,2665,6690,"SMEK2"
"19068",0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,"SMEK3P"
"19069",6366,2163,8537,5455,8864,9881,6026,4844,3756,13225,5744,6664,3713,3909,2939,8989,9038,7757,"SMG1"
"19070",5805,1480,3700,3574,4038,4691,2769,3729,3238,11308,8193,3647,2840,3786,3937,4331,2986,7486,"SMG5"
"19071",2427,565,1881,1368,1895,2009,1193,1261,823,2610,1840,1622,1296,1042,1281,1681,1076,2709,"SMG6"
"19072",4261,1565,4307,4764,4404,5132,2863,6219,2211,9055,5757,3358,3265,3178,3332,2999,2867,5608,"SMG7"
"19073",863,324,1014,626,1205,1372,673,521,704,1545,853,825,460,745,387,789,316,1100,"SMG8"
"19074",2331,508,1747,1288,1530,1885,1292,871,1159,3134,1492,3374,1643,1221,1602,1776,2005,2517,"SMG9"
"19075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SMN1"
"19076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SMN2"
"19077",1025,762,1651,1788,1946,2620,2562,1757,2151,3852,1794,1144,1124,929,1013,1141,953,2145,"SMNDC1"
"19078",994,178,585,509,631,1567,804,411,291,66,62,642,1260,730,54,202,1691,2577,"SMO"
"19079",81,1,54,141,30,28,22,38,6,29,15,39,155,2,13,82,14,235,"SMOC1"
"19080",469,29,818,631,407,316,39,45,128,732,143,58,107,34,103,184,38,226,"SMOC2"
"19081",301,122,224,239,235,102,350,384,199,553,137,58,71,38,82,430,277,685,"SMOX"
"19082",1031,268,1389,968,603,481,571,439,365,632,875,619,668,298,463,687,287,1060,"SMPD1"
"19083",590,89,444,291,339,369,401,320,332,630,352,341,195,335,416,312,361,1441,"SMPD2"
"19084",158,11,254,443,124,752,51,53,285,145,196,94,166,165,227,248,82,66,"SMPD3"
"19085",3760,1156,2368,2287,1866,3750,2482,1891,2112,5255,4237,3560,2901,2641,2104,2795,2735,4401,"SMPD4"
"19086",413,319,775,874,333,292,582,1357,483,589,274,1648,266,227,229,213,253,376,"SMPDL3A"
"19087",218,148,1129,723,92,676,569,73,71,491,153,204,41,143,78,891,55,665,"SMPDL3B"
"19088",122,0,1,14,1,2,0,18,0,0,0,1,1,0,13,1,0,0,"SMPX"
"19089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SMR3A"
"19090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SMR3B"
"19091",2540,2048,3789,3176,3795,4128,2809,2400,3819,4066,2847,5824,1732,1648,1884,1159,1248,2587,"SMS"
"19092",1078,393,439,632,451,740,1434,699,608,1188,1116,629,977,815,667,515,371,991,"SMTN"
"19093",39,1,12,11,20,2,2,4,0,4,7,11,10,47,23,5,11,3,"SMTNL1"
"19094",24,1,12,7,11,2,0,13,2,5,1,1,4,0,8,18,0,3,"SMTNL2"
"19095",3318,1467,3402,3378,3901,3369,2871,2339,3011,5863,2383,2612,2225,2391,1676,2162,1979,3353,"SMU1"
"19096",1152,490,1185,960,1150,1993,1496,1053,1513,1703,996,1304,591,1061,592,1017,797,802,"SMUG1"
"19097",2172,626,1305,2043,1870,2026,1569,2136,1095,4798,3760,1774,1400,1147,1529,2213,2188,1557,"SMURF1"
"19098",733,195,934,815,1097,944,368,399,275,1220,520,586,490,165,238,743,193,1690,"SMURF2"
"19099",43,0,0,1,1,0,0,0,0,0,0,1,1,0,17,0,0,15,"SMYD1"
"19100",1374,594,1165,1303,1501,2461,1966,1354,995,3207,1930,1181,681,1132,966,1029,809,1502,"SMYD2"
"19101",576,184,387,536,705,320,569,447,486,780,596,393,357,201,74,436,162,624,"SMYD3"
"19102",1090,282,738,635,967,804,570,333,410,1251,828,590,483,368,400,620,367,1091,"SMYD4"
"19103",980,359,948,717,974,839,835,559,485,1359,1267,1084,889,797,771,952,1149,1552,"SMYD5"
"19104",123,4,54,128,50,76,45,195,19,81,35,96,136,13,36,119,42,52,"SNAI1"
"19105",1563,579,1479,971,2601,693,1694,1952,1011,1781,889,838,717,512,668,1953,589,4148,"SNAI2"
"19106",70,16,138,94,35,54,11,18,12,56,72,34,68,30,57,74,41,4,"SNAI3"
"19107",2742,1128,4269,2903,2945,3101,3111,2544,2722,6222,2047,1437,1038,1518,2078,1245,1471,2802,"SNAP23"
"19108",722,4,203,160,427,19,2,30,3,142,11,482,594,1,10,508,21,264,"SNAP25"
"19109",1933,653,1945,1389,1977,2644,1671,1103,1730,2780,1294,1284,1770,885,827,1451,1185,1681,"SNAP29"
"19110",1083,386,873,1060,1338,971,631,789,849,1984,1105,895,732,762,625,1032,531,1718,"SNAP47"
"19111",6,0,83,37,101,24,0,1,2,10,3,0,4,1,20,1,0,1,"SNAP91"
"19112",433,298,468,383,370,821,572,948,490,1359,464,471,563,304,221,364,294,583,"SNAPC1"
"19113",594,95,495,424,298,438,333,367,463,589,496,416,622,255,327,624,748,606,"SNAPC2"
"19114",1027,160,751,810,644,559,659,590,489,1628,613,448,404,482,271,594,384,867,"SNAPC3"
"19115",1152,186,787,1059,1048,610,626,327,319,962,1273,1384,1127,1026,917,1147,1050,853,"SNAPC4"
"19116",241,75,177,180,204,197,114,100,103,263,238,150,91,128,99,86,100,83,"SNAPC5"
"19117",1452,548,1236,1196,1219,2408,1484,1268,1448,2947,1831,858,900,1024,1085,807,816,1090,"SNAPIN"
"19118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A1"
"19119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A10"
"19120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A11"
"19121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A12"
"19122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A13"
"19123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A14"
"19124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A2"
"19125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A3"
"19126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A4"
"19127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A5"
"19128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A6"
"19129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A7"
"19130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A8"
"19131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-A9"
"19132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-B1"
"19133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-B2"
"19134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-C1"
"19135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-C2"
"19136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-C3"
"19137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-C4"
"19138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-C5"
"19139",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"SNAR-D"
"19140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-E"
"19141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-F"
"19142",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-G1"
"19143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-G2"
"19144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-H"
"19145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNAR-I"
"19146",133,75,454,308,138,64,183,352,51,61,14,84,288,37,26,111,25,349,"SNCA"
"19147",286,44,348,905,670,59,377,92,42,255,49,111,433,278,66,886,185,131,"SNCAIP"
"19148",0,0,4,9,5,3,1,3,1,2,1,0,3,0,2,5,0,8,"SNCB"
"19149",80,52,372,368,43,1178,202,247,2034,126,146,164,898,165,682,622,801,30,"SNCG"
"19150",6205,1897,5013,6146,4672,3997,5033,3871,3454,6292,5730,5075,3752,2374,3817,5084,4353,6346,"SND1"
"19151",2,11,6,5,1,9,4,7,3,16,8,3,1,6,4,0,23,1,"SND1-IT1"
"19152",524,20,230,278,128,75,50,152,52,164,109,104,167,105,140,147,142,1166,"SNED1"
"19153",1749,711,1737,1275,1569,2832,1502,1170,1646,2535,1859,1359,1412,2239,1020,995,695,2062,"SNF8"
"19154",2518,759,2491,2142,4389,4842,4387,1849,1835,2036,2493,4252,1164,1839,2678,2527,2358,4952,"SNHG1"
"19155",210,55,227,112,262,263,225,53,179,214,205,192,164,159,196,117,130,278,"SNHG10"
"19156",242,74,265,179,335,373,221,128,346,190,602,425,158,310,291,337,447,217,"SNHG11"
"19157",669,131,505,518,1041,799,687,398,977,736,1617,1552,752,595,1318,1046,1173,444,"SNHG12"
"19158",735,282,706,553,822,1154,1168,413,573,726,709,668,827,653,686,579,1225,733,"SNHG15"
"19159",1004,259,748,604,1764,920,1275,452,1202,1964,1158,2650,696,1163,1681,1244,1255,1178,"SNHG3"
"19160",88,21,25,30,81,72,23,14,7,86,62,160,50,62,48,110,56,40,"SNHG4"
"19161",1583,894,5393,3386,5962,4573,1300,3407,4241,3460,1899,4937,1734,2641,5634,2291,3633,11350,"SNHG5"
"19162",2192,1002,2681,3134,9913,3561,3309,1763,3563,4352,2126,6108,2003,1699,3229,3311,3100,4969,"SNHG6"
"19163",801,266,737,903,984,618,1047,526,1181,889,888,1352,938,1058,1165,638,1867,1464,"SNHG7"
