"symbol","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9"
"SRRM3",100,293,136,44,13,36,364,415,67,233,229,20,13,663,411,5,988,25
"SRRM4",2,1,0,6,14,1,0,6,0,2,0,5,1,0,2,1,2,0
"SRRM5",135,20,33,68,50,69,25,36,9,34,116,164,53,74,136,79,40,41
"SRRT",7404,1784,4962,4189,4738,5375,5231,3509,2748,7867,9781,7650,5663,5223,6260,5911,7414,5981
"SRSF1",14128,4952,13085,10298,15708,17410,16334,9045,10166,25915,12899,12166,10926,9482,8915,9604,7455,20886
"SRSF10",425,2044,5525,4880,6375,7408,7141,3724,4440,11157,501,360,351,243,340,245,252,9426
"SRSF11",7006,2213,7730,7723,8084,10202,8338,5064,6109,14882,8829,6542,4724,4533,6706,6456,6793,12090
"SRSF12",321,12,70,43,294,5,36,11,4,38,20,105,53,25,16,73,2,477
"SRSF2",12543,4896,10985,9437,12317,18975,16624,8937,10397,18571,16654,11509,11770,12982,9737,10910,8049,12828
"SRSF3",12764,6362,16021,13992,17049,19376,23701,12091,15820,25281,13754,15154,8720,8819,9589,9763,8225,19031
"SRSF4",5611,1608,4862,3637,4844,7778,5513,3173,5230,10037,8143,4453,3007,3772,4960,3502,5144,4704
"SRSF5",5584,1905,6611,7044,5411,7475,10082,3305,5387,12178,7168,7914,5618,4034,7036,7064,4012,4951
"SRSF6",9666,3058,9569,8958,8735,8766,11990,4969,5411,9925,8459,14770,7799,5515,5969,10436,5910,11681
"SRSF7",5802,1888,6437,5871,5385,7125,8987,3872,5255,10541,6189,6225,5230,4100,4264,4761,4691,8212
"SRSF8",1729,330,2189,1864,1136,1873,901,1287,1034,1924,1411,795,852,686,1415,2277,1228,5255
"SRSF9",3467,1394,2218,2621,2610,3498,2547,3332,2388,5331,3372,3421,1860,2358,2023,2624,1448,2315
"SRXN1",1539,1094,1079,869,699,2888,1353,3076,2335,2931,1754,1935,1310,1330,1175,1590,1745,908
"SRY",28,0,2,12,17,23,2,2,9,0,4,11,11,4,26,53,8,154
"SS18",4923,1786,4218,5481,6343,6235,3958,3873,3380,10701,3451,4789,3348,2439,2024,3523,3431,7436
"SS18L1",1172,377,1086,881,1745,1785,1424,1147,985,1988,1454,1356,932,1399,774,1323,1612,1122
"SS18L2",455,461,1172,1019,791,1270,1858,2001,1590,1751,898,843,655,524,648,460,469,565
"SSB",3369,1405,3868,4001,2862,8762,4724,3016,3458,8844,2727,2717,2612,2097,2086,2975,2717,8038
"SSBP1",2317,1170,2306,2155,2409,3200,3079,2330,3459,4189,2646,1757,2057,1455,1972,1393,2413,1941
"SSBP2",922,355,1563,1742,946,1154,814,1313,1135,1274,1206,748,375,363,825,991,348,173
"SSBP3",2899,895,2108,2914,7482,2121,1508,1068,2109,4830,2995,2004,1777,1692,2327,1944,1046,10620
"SSBP4",1428,333,1165,840,1019,938,715,875,1313,1562,1267,2506,1608,1322,1266,988,1704,681
"SSC4D",55,21,59,51,33,26,64,33,33,67,54,213,23,40,36,34,88,57
"SSC5D",400,7,156,118,170,57,10,528,18,29,85,88,63,47,51,28,150,262
"SSH1",4045,650,2438,2497,2750,1389,1622,1412,736,3701,1708,2437,3207,1246,947,5036,980,1470
"SSH2",1439,424,1770,1629,1142,1364,656,924,487,2142,985,855,835,401,706,948,336,1152
"SSH3",1211,1132,1288,587,772,4300,2565,2166,2410,2833,3096,1399,530,2834,1959,850,3093,852
"SSMEM1",0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1
"SSNA1",2055,699,1940,1597,1985,2258,1944,1370,2078,2219,1602,1783,1588,1316,1536,1219,1926,1068
"SSPN",1198,23,1119,1187,1151,150,60,504,57,269,93,502,563,111,90,578,135,1200
"SSPO",44,6,26,137,64,9,7,12,0,6,43,364,46,54,36,157,487,11
"SSR1",7436,4043,8265,7132,7286,9917,9161,7580,6698,22170,6792,2995,2370,3619,3901,4749,3754,11863
"SSR2",4873,2044,7092,7046,6934,8520,5403,6308,6109,12590,6073,4119,3990,3998,4334,4887,2652,7818
"SSR3",3433,3990,5563,6132,4488,6797,5006,6478,4351,11276,4140,3497,4071,2593,2894,4404,1386,6767
"SSR4",5359,935,6037,18717,4833,5276,3818,4896,3295,7980,4714,3517,4457,2200,2604,6768,2596,2031
"SSR4P1",50,12,53,63,79,53,30,28,10,59,38,45,67,32,26,24,20,134
"SSRP1",8524,3266,5976,6191,9842,11536,6864,7448,6511,15562,8785,6967,3719,6151,4827,6037,3426,12880
"SST",1,0,0,8,0,1,0,6,0,0,0,0,0,0,0,0,0,0
"SSTR1",5,0,6,6,13,3,0,10,1,3,0,1,2,0,5,0,0,0
"SSTR2",278,1,205,161,90,33,5,16,5,24,16,18,348,8,12,522,4,17
"SSTR3",7,0,13,15,6,2,0,2,1,15,14,0,3,0,9,26,1,1
"SSTR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSTR5",3,97,73,0,0,65,9,24,186,0,43,15,520,79,31,0,0,0
"SSU72",1564,1320,2666,2743,3926,1927,3327,2993,3544,7269,4796,1757,1479,3408,3384,1334,2703,2304
"SSUH2",26,0,19,27,17,7,3,8,6,6,2,14,23,2,2,12,1,5
"SSX1",0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
"SSX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSX2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSX2IP",2421,745,1440,4338,3778,2954,1453,1292,2547,5906,1756,1978,2210,859,874,2991,1082,3688
"SSX3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SSX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSX4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSX5",0,1,0,0,69,0,0,0,11,0,0,0,0,0,0,46,0,0
"SSX6P",0,0,1,0,1,0,0,0,0,0,0,4,2,0,1,3,0,0
"SSX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSX8P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST13",7232,3154,8563,7323,10915,10791,7126,6323,7664,16174,5321,6314,4810,4152,3216,4644,4136,8354
"ST13P4",3,1,1,0,3,4,0,5,1,2,1,2,1,1,4,1,1,2
"ST14",9463,2135,8814,7184,6839,8995,6742,5869,6671,11659,7540,4500,2575,6348,8454,9458,11302,11006
"ST18",25,1,17,17,14,8,0,9,9,13,6,6,9,7,13,16,6,5
"ST20",230,22,176,193,229,139,124,129,67,98,205,304,87,70,211,98,245,103
"ST20-AS1",106,20,82,112,107,67,32,39,36,86,105,75,27,49,67,44,78,78
"ST20-MTHFS",0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"ST3GAL1",1820,866,1929,1930,879,629,1221,1331,759,2004,1521,386,414,593,1246,933,839,1075
"ST3GAL2",1241,141,1077,1054,642,232,185,380,101,552,565,472,579,195,319,656,169,1040
"ST3GAL3",441,97,269,351,494,136,120,168,145,226,338,398,325,141,179,227,134,411
"ST3GAL4",1500,54,821,645,1144,132,407,248,460,174,119,215,396,29,537,376,256,7092
"ST3GAL5",606,74,1369,681,525,189,258,193,186,635,537,363,1191,172,399,1389,143,173
"ST3GAL6",214,90,309,150,324,296,185,231,78,120,79,53,228,65,74,183,80,307
"ST6GAL1",2049,1802,4764,8301,3381,1401,276,1506,439,4795,3033,367,954,180,1390,3412,268,415
"ST6GAL2",190,11,28,24,201,17,59,124,10,16,437,5,24,10,23,9,8,1871
"ST6GALNAC1",757,1016,280,375,20,4807,750,1232,1116,1926,3147,213,161,703,1369,100,77,5
"ST6GALNAC2",2353,1094,1759,1678,2504,5180,2285,2385,1040,2281,3885,3175,2739,2197,842,1950,1274,1670
"ST6GALNAC3",44,2,54,90,43,20,7,20,35,32,13,10,12,10,11,14,2,48
"ST6GALNAC4",607,208,872,852,368,490,407,366,770,998,591,478,388,375,474,819,562,122
"ST6GALNAC5",16,0,74,93,21,44,18,45,13,108,50,64,3,3,31,9,7,127
"ST6GALNAC6",1637,532,2278,1777,1541,969,676,1058,1088,1601,1150,1574,1223,630,978,1714,674,962
"ST7",629,267,682,1010,834,946,600,763,464,1152,855,436,487,331,394,587,627,716
"ST7-AS1",29,12,66,67,137,70,21,14,40,29,66,24,38,33,17,45,47,86
"ST7-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST7-OT3",3,0,5,4,7,10,4,3,1,2,4,2,5,3,3,3,6,6
"ST7-OT4",0,2,3,5,4,3,0,2,4,7,4,2,2,3,2,3,5,0
"ST7L",779,316,586,654,828,1562,379,354,379,2834,766,534,352,711,454,454,489,896
"ST8SIA1",213,18,606,758,721,96,39,224,25,345,139,114,109,31,113,849,31,191
"ST8SIA2",32,1,40,57,44,5,8,37,0,5,1,50,4,1,24,7,3,22
"ST8SIA3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST8SIA4",708,82,1837,1158,1022,414,133,300,207,923,358,223,487,112,291,514,110,222
"ST8SIA5",2,0,5,2,17,1,2,2,4,3,1,16,13,1,5,0,0,10
"ST8SIA6",1,2,6,4,6,0,60,33,6,6,12,2,0,0,8,0,0,1229
"STAB1",4198,306,5133,1886,610,1023,631,844,506,1816,2575,1570,6975,1323,2193,2834,1832,794
"STAB2",29,3,6,62,0,7,0,22,0,2,17,4,0,2,16,3,8,42
"STAC",21,0,37,28,23,7,8,17,2,35,22,63,313,57,11,9,9,418
"STAC2",29,1,5,3,25,1,1,0,1,2,2,0,2,0,3,2,1,22
"STAC3",499,18,413,122,81,124,45,49,41,167,158,171,215,71,244,166,141,43
"STAG1",1974,1598,1636,1926,4451,3483,2841,1793,2013,5166,2413,2941,1345,1314,965,1376,851,2151
"STAG2",4655,1819,6791,6124,7988,6906,4709,3252,3819,9442,2801,6458,2745,1952,1702,3588,1358,7381
"STAG3",1584,756,1653,336,4471,3710,2409,1032,2013,375,1159,5158,4173,1669,138,3576,114,3399
"STAG3L1",59,13,24,13,10,5,8,5,17,16,59,50,39,6,35,23,10,42
"STAG3L2",356,78,151,199,187,149,132,51,100,303,383,229,285,105,161,241,150,486
"STAG3L3",59,7,27,39,80,11,17,8,17,54,88,68,47,44,31,57,36,74
"STAG3L4",281,95,251,158,255,294,293,167,171,345,123,160,301,82,119,143,91,125
"STAM",1046,541,774,994,920,1616,1096,1690,1500,3091,1256,571,355,516,565,746,381,1319
"STAM2",1721,542,1618,1754,1271,1599,1683,1520,1594,3082,1108,1034,1039,719,601,1230,769,1449
"STAMBP",1432,914,1688,1367,1922,2449,2003,1798,1533,3086,1497,1267,1038,1033,740,1343,1948,3362
"STAMBPL1",507,77,710,625,254,369,187,308,244,863,413,314,432,251,345,367,155,108
"STAP1",86,0,506,516,131,242,9,85,12,172,75,20,82,16,272,79,13,106
"STAP2",5115,975,2794,3959,3534,5075,3344,3419,3394,4891,2544,4546,2601,2921,3183,4228,6111,2565
"STAR",1993,41,165,551,3126,262,45,111,38,217,173,960,1862,47,101,2931,50,2062
"STARD10",2320,361,1853,2142,1414,1250,971,900,1059,608,610,2720,1266,921,810,2400,808,1698
"STARD13",544,54,262,643,719,110,91,369,61,172,84,364,178,46,73,516,66,622
"STARD3",2183,583,2235,1131,1162,2182,1460,941,1242,2299,2069,1494,1524,1575,1622,1342,1219,1552
"STARD3NL",860,279,1183,1085,869,184,454,539,544,455,172,643,652,285,139,521,370,1002
"STARD4",415,286,188,532,403,575,284,757,182,378,518,192,149,166,138,387,334,140
"STARD5",958,384,958,1173,591,668,1488,725,342,625,1614,660,337,650,828,410,1038,107
"STARD6",0,0,1,0,9,1,0,3,1,4,0,1,2,0,2,0,2,1
"STARD7",6364,2678,8447,8060,5351,5726,4053,3122,4581,9531,5304,6499,6061,3497,3285,6678,4218,16021
"STARD8",239,9,244,195,94,74,21,74,33,176,134,58,140,32,102,134,44,149
"STARD9",752,92,470,558,1202,155,113,183,69,324,311,233,468,126,283,654,460,882
"STAT1",17524,2914,54615,22668,13147,8161,4757,11662,6834,26569,20738,18913,10479,12701,4453,12504,12144,11117
"STAT2",6841,968,9814,5861,2767,4558,2974,3865,2675,6387,6881,7118,3801,5390,3371,4581,3270,3239
"STAT3",17349,3443,12665,15058,26048,8839,7979,7826,3119,21443,9705,12317,5858,4678,6568,12802,3922,45343
"STAT4",284,28,762,597,312,140,54,116,51,403,273,143,223,64,165,216,77,92
"STAT5A",3422,495,3512,2211,1737,1913,801,1044,1328,2469,3477,1560,1878,2032,1485,2058,2119,2180
"STAT5B",1685,516,3022,2043,2180,2054,1515,1133,1099,2924,1895,1360,1282,1479,1492,1451,937,2746
"STAT6",11734,2692,8928,7357,4389,7929,6803,6263,4311,12458,11819,10291,5057,6673,6003,7229,8088,2636
"STATH",220,37,37,109,2,1,2,98,403,25,23,16,6,1,8,2,2,1
"STAU1",4703,1617,3833,3191,4946,6138,4501,5352,5035,9147,5185,4569,2883,2724,2306,5657,3218,4778
"STAU2",2296,881,1311,1860,1752,1733,1919,2294,1681,3117,1992,1443,808,873,1618,1233,1184,785
"STBD1",28,22,34,13,24,44,33,27,24,37,54,42,15,23,15,20,63,15
"STC1",2344,357,164,1596,1760,85,4120,801,99,454,226,229,71,57,89,113,78,1701
"STC2",423,469,190,129,523,56,370,570,229,242,113,376,779,434,547,488,796,982
"STEAP1",1019,281,337,511,412,1561,406,1180,628,2071,1962,747,92,374,619,141,744,608
"STEAP1B",179,102,49,104,95,662,278,59,195,536,212,14,21,189,92,46,278,118
"STEAP2",1375,157,559,733,1120,575,272,1119,159,1112,1076,937,457,301,377,685,828,1098
"STEAP3",1656,983,1787,5260,7667,1507,1083,1612,1061,7072,3212,2533,1571,2117,1916,5029,2355,1631
"STEAP4",283,252,217,620,111,5631,1824,1504,1279,932,363,35,53,190,580,79,2142,85
"STH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STIL",1010,576,924,786,1469,2376,2001,466,1406,7722,2674,995,1194,1010,1212,623,724,1815
"STIM1",2775,791,3214,2216,2096,2405,1793,2164,1044,3585,2383,1401,1557,1549,1415,1546,1465,2002
"STIM2",3102,346,2582,3140,2290,1141,1092,983,1301,2472,2004,1740,2031,482,1082,1474,835,2565
"STIMATE",807,253,1057,989,970,889,528,510,711,1444,1288,652,613,494,604,1112,447,815
"STIMATE-MUSTN1",0,0,0,1,1,0,1,0,0,2,2,1,0,0,0,1,0,0
"STING1",7282,1218,6435,5249,3199,1182,2784,2389,882,2387,5512,7982,5861,1974,4161,5250,4350,1256
"STIP1",5315,2247,5450,3658,3957,10294,5418,6104,6080,13694,5314,3897,2341,4741,3494,3815,2919,5251
"STK10",1559,396,2507,2349,1331,2664,1107,703,821,3372,2126,650,1113,697,1332,1741,742,513
"STK11",3451,919,2849,2331,2555,2795,2006,1683,2192,3976,4559,4740,2402,2850,3637,3234,3333,2609
"STK11IP",934,165,857,659,465,358,670,697,574,1197,1247,1262,806,1051,874,617,916,2171
"STK16",837,190,874,914,727,814,688,526,819,1019,823,616,575,612,668,464,788,1376
"STK17A",1503,551,2732,3180,2104,3286,2154,2169,1889,2480,1165,1089,1403,601,914,2231,922,1601
"STK17B",2554,551,6002,8180,3513,2809,1493,2550,1216,4576,2319,2129,2798,1099,1891,2768,534,1157
"STK19",399,113,274,255,442,678,174,321,361,411,460,292,157,216,317,187,255,420
"STK24",5694,1824,7144,4134,10208,9965,18234,7600,6382,6054,7363,5034,2275,3584,4734,4121,4414,5456
"STK25",3952,550,2526,2460,1249,1573,2650,1872,1869,3898,3360,3331,1940,2466,2266,1334,2797,3601
"STK26",337,492,1672,1503,1188,3229,1610,1052,2126,2303,842,1520,446,671,674,767,663,1132
"STK3",1600,442,884,1175,1781,1469,971,996,1897,1913,831,1173,571,475,924,1023,1033,1853
"STK31",40,55,45,89,67,55,68,173,69,76,27,18,6,33,34,16,184,4
"STK32A",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"STK32B",39,13,86,65,18,26,6,38,5,17,5,15,20,6,14,23,13,93
"STK32C",132,38,203,113,63,75,36,74,34,97,75,48,129,208,36,55,54,161
"STK33",19,6,53,61,166,10,6,5,5,17,161,253,127,2,25,7,2,10
"STK35",1666,721,1687,1858,1476,3199,1565,2603,1564,4431,3930,2365,1093,2105,1414,1681,1600,1387
"STK36",857,93,610,536,431,426,522,359,220,447,1054,890,536,713,532,663,764,1012
"STK38",2646,2078,3287,3340,1745,5239,3375,3272,2984,6941,5439,3479,1068,3557,3524,849,2039,2196
"STK38L",1987,377,1779,3696,3505,1704,3149,2456,2787,3658,1035,1513,882,692,782,2262,950,5769
"STK39",782,598,1264,1521,855,1932,322,2060,1341,2128,1844,874,492,863,1260,662,495,1458
"STK4",2087,709,3839,3596,2941,2836,1938,1630,2000,5232,2545,2135,1768,1246,1307,2552,1064,1985
"STK40",2179,399,1787,2623,1511,2874,1995,1549,1791,4003,2674,1521,1202,1211,2040,1671,1135,2426
"STKLD1",9,4,8,2,19,2,3,3,3,28,6,11,19,4,10,13,12,9
"STMN1",11477,12124,13412,20993,31557,25861,20766,7288,35518,49428,17562,12642,11266,8952,11252,8336,4336,39643
"STMN2",14,0,51,2,0,23,0,0,0,17,4,0,1,0,8,0,0,2
"STMN3",3366,36,1600,1600,2629,335,59,364,67,471,492,1932,3160,140,688,2170,701,3282
"STMN4",2,0,1,3,8,0,1,1,2,1,3,8,3,0,1,2,1,1
"STMND1",2,3,1,7,10,0,2,10,0,0,0,4,5,0,0,0,1,1
"STMP1",1836,2001,2669,2905,3750,4401,3248,6760,4757,5482,2842,2454,1671,2360,1830,1533,2380,2060
"STN1",611,332,1109,947,792,1972,612,680,1215,1007,842,573,763,547,564,678,520,868
"STOM",5811,5946,10630,9888,7349,11453,9095,7789,9770,10366,7251,12333,5256,4041,3826,4100,6080,2503
"STOML1",465,412,799,407,567,607,480,308,163,398,1095,685,196,507,434,188,615,265
"STOML2",2961,1126,2728,2155,3203,4203,2917,2240,3798,4576,3158,2790,2201,3584,2149,2049,2240,2548
"STOML3",0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,1
"STON1",471,90,459,322,455,396,154,290,59,117,47,342,489,90,26,63,153,577
"STON1-GTF2A1L",8,0,1,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0
"STON2",1133,1162,963,1110,266,4421,3022,2039,1608,7712,1894,1287,504,2206,506,582,1377,794
"STOX1",124,43,79,740,322,28,36,79,24,71,305,5,12,23,53,101,32,103
"STOX2",179,88,46,122,88,162,79,134,20,371,116,125,74,34,50,231,87,142
"STPG1",222,175,236,629,266,620,723,670,636,524,399,188,191,234,200,225,254,794
"STPG2",2,2,2,2,9,4,1,6,8,5,4,3,0,0,1,2,4,3
"STPG3",2,1,1,2,1,1,0,1,0,4,1,4,3,15,1,0,22,3
"STPG4",0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,2,0,2
"STRA6",1783,27,292,494,97,147,115,1025,24,120,534,565,126,175,552,89,700,6
"STRA8",0,0,0,33,0,210,39,1,0,0,8,0,0,52,5,0,0,0
"STRADA",1285,360,1324,859,764,2220,856,841,663,1741,1208,1035,938,1176,1123,860,1021,1442
"STRADB",304,144,529,414,211,2077,607,287,321,1482,528,327,186,455,262,213,374,286
"STRAP",4133,1363,3642,4043,5830,3111,5023,5348,4905,7884,2799,3729,2786,2079,2066,4096,1897,5099
"STRBP",1096,728,1894,1673,1092,1495,1656,1470,1794,4141,1532,936,881,1465,1234,929,985,1030
"STRC",9,18,103,9,54,28,31,19,14,21,137,49,28,19,58,12,31,29
"STRIP1",1650,336,1668,1305,1471,1551,1168,891,915,2671,1810,1018,857,616,1117,1782,1237,2037
"STRIP2",256,132,300,122,160,1142,597,159,315,654,793,68,290,370,214,145,640,101
"STRN",2194,735,2071,2096,3399,3319,2598,2516,1954,3569,1507,1988,1507,1033,1473,1979,2341,5379
"STRN3",1360,655,1078,1053,1554,1480,2140,2313,1419,2940,889,836,660,662,539,843,624,1248
"STRN4",4382,959,2842,3105,3951,4424,3162,2667,3626,6505,4550,4653,2484,3129,3774,4312,5047,3838
"STS",549,170,725,540,351,697,212,271,269,1244,557,291,216,119,186,300,122,243
"STT3A",5287,888,4044,4650,2379,4278,2134,2988,1415,5869,2881,1694,1795,1225,2266,4526,1869,6993
"STT3B",1730,1070,2049,2062,3237,2671,1740,4660,2535,7538,3103,1524,1259,1111,1372,2409,745,4417
"STUB1",1339,389,898,1104,719,1233,649,1090,1936,1491,1132,1095,864,747,748,1520,1831,861
"STUM",67,3,52,99,49,12,1,4,3,17,16,43,28,6,12,15,4,230
"STX10",998,323,729,506,807,1365,703,758,1263,1945,2502,1134,843,793,1249,965,919,1176
"STX11",365,57,777,564,227,384,316,739,158,657,272,123,176,105,210,238,189,75
"STX12",1637,872,2111,2048,1778,5261,4026,2793,5081,9756,2346,944,1038,1335,1291,1214,1860,1737
"STX16",3816,809,4166,2321,3166,3702,2565,2854,2070,3747,4081,5839,3080,2827,2195,3209,3220,2276
"STX16-NPEPL1",37,0,14,22,41,26,7,10,4,29,32,29,15,20,39,40,24,9
"STX17",1718,476,2242,1664,2246,1549,1444,1250,1408,2361,1307,982,1008,890,705,1560,1120,1838
"STX18",1156,307,1371,1057,1268,1342,995,1022,1191,1825,1077,919,921,538,880,872,727,999
"STX18-AS1",25,11,32,22,60,23,35,19,25,38,53,41,34,13,23,41,22,38
"STX19",89,56,178,135,19,670,153,422,412,515,151,181,6,93,134,21,124,5
"STX1A",165,29,90,162,108,76,135,176,109,141,231,207,161,230,122,153,572,133
"STX1B",75,5,110,45,122,42,15,17,5,19,21,115,110,24,74,344,406,43
"STX2",556,131,515,566,755,227,122,465,159,445,361,493,701,366,307,720,160,543
"STX3",821,406,756,955,997,3208,685,802,1374,1034,1086,914,398,1007,453,795,533,1027
"STX4",1545,396,2120,1212,1463,1833,1261,1459,1549,2102,1626,1701,1140,1200,946,2949,3486,1054
"STX5",1921,707,1719,1675,1602,2490,1604,1940,1722,1777,1614,1422,735,1010,1020,1355,766,2009
"STX6",3789,1571,2649,1901,2304,3350,2981,6559,2665,6900,2487,1961,1814,2157,1940,2018,2655,3592
"STX7",2258,765,2984,2207,2878,2049,2103,2250,2283,2970,1185,1336,1658,989,1112,1678,1014,1883
"STX8",662,259,1088,635,1046,796,1011,706,1010,1047,441,578,624,394,250,536,216,946
"STXBP1",3368,150,998,1540,5078,147,895,466,362,816,99,1054,1891,252,155,4929,372,749
"STXBP2",2374,814,2496,1857,1616,3332,2110,2326,3391,5992,5003,3420,2059,2450,2566,2554,3510,1282
"STXBP3",2049,818,2671,2465,2732,5605,2846,2166,2344,6522,1812,1523,1308,767,1764,1670,1917,2710
"STXBP4",269,79,237,161,205,455,137,237,120,516,161,105,204,117,60,187,53,497
"STXBP5",435,562,1006,632,984,832,921,2605,1372,2047,672,331,173,409,351,447,690,1073
"STXBP5L",0,3,3,4,7,2,0,6,6,4,4,13,2,0,1,2,0,0
"STXBP6",510,13,245,728,502,23,4,38,5,34,4,41,202,65,70,194,5,388
"STYK1",494,182,301,394,85,524,668,821,559,671,633,370,143,401,616,145,414,72
"STYX",1380,493,1279,1072,1698,1757,1942,1152,1485,2771,1097,706,690,786,650,815,530,1275
"STYXL1",883,449,1004,944,754,1344,832,1367,847,1008,1144,883,787,595,600,496,1205,886
"SUB1",6385,2694,8789,9575,12500,8525,8604,5963,7957,16717,3765,3791,4712,2875,3275,6711,3753,7360
"SUCLA2",1083,467,1210,886,1402,1512,1581,1747,1707,1821,734,513,482,623,408,539,608,1917
"SUCLG1",2564,1030,2769,2107,2549,2565,3217,2388,3013,3862,2239,1710,2319,1606,1712,2241,2191,2326
"SUCLG2",1196,915,2166,1652,2169,3416,2358,1446,4252,4617,2903,1548,1371,1187,1678,1386,966,2270
"SUCNR1",42,1,47,23,50,6,1,6,4,58,19,23,29,1,9,24,3,8
"SUCO",1518,675,2514,3222,2074,2064,2273,2391,1022,5021,1714,923,1058,1061,985,1334,844,4749
"SUDS3",2854,1529,2449,2910,2811,2741,3070,4054,2365,4586,2936,4250,2039,2144,1642,3513,1446,2461
"SUFU",849,242,933,1182,1417,754,499,591,435,1504,763,920,719,472,524,1353,444,1006
"SUGCT",146,67,141,144,237,276,93,174,106,79,32,83,148,61,89,55,38,173
"SUGP1",1541,364,1445,1389,1188,1361,1282,732,915,1768,1206,2180,1200,879,1294,1853,1390,1270
"SUGP2",3411,448,2255,2513,5157,2046,1113,1121,1130,4017,2367,3354,2119,1135,2191,4412,1431,2551
"SUGT1",927,270,1176,944,1498,1104,1479,1464,994,1441,566,516,460,558,443,506,588,1224
"SUGT1P1",13,1,3,16,5,27,8,6,5,23,9,5,1,0,3,1,6,0
"SUGT1P3",4,4,10,6,9,6,12,3,3,3,6,4,1,2,1,6,2,5
"SULF1",10180,536,1898,1586,2271,602,283,4019,308,1516,859,433,748,305,280,312,768,8136
"SULF2",9471,1825,9356,4030,1338,846,1011,6325,308,2816,803,7754,889,681,1076,918,1067,1475
"SULT1A1",201,95,519,160,116,297,170,161,213,266,574,448,303,336,338,246,594,83
"SULT1A2",3,2,20,5,0,62,4,2,0,0,0,18,1,5,11,3,12,2
"SULT1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1B1",13,0,9,26,18,70,6,32,5,36,0,1,2,1,13,121,2,2
"SULT1C2",36,3,24,11,18,1,0,0,6,71,53,3,8,7,28,7,22,0
"SULT1C2P1",2,0,4,5,1,0,0,0,0,1,1,0,3,1,1,7,0,0
"SULT1C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1C4",18,2,15,513,9,5,0,7,2,11,1,11,4,1,0,7,1,10
"SULT1E1",2333,10,121,1051,11269,61,90,25,69,151,21,4949,218,14,49,1515,10,48
"SULT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT2B1",505,414,360,208,19,924,3453,3231,3575,1827,372,379,46,360,1876,64,1641,113
"SULT4A1",3,3,62,0,1,2,11,5,9,6,0,3,8,5,4,1,10,15
"SULT6B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUMF1",982,663,1454,520,803,1569,1298,2618,1653,2362,1022,1052,660,883,794,582,1145,1206
"SUMF2",4847,1215,3414,2701,3819,4543,2290,1961,1378,4835,3308,2766,1913,2415,1784,2815,3598,3983
"SUMO1",3969,2921,5078,5356,3828,9835,6270,4461,5925,9971,3440,3319,3139,2731,2178,2475,3093,6785
"SUMO1P1",1,0,2,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0
"SUMO1P3",2,1,0,0,0,1,1,2,1,3,2,1,0,0,2,1,0,2
"SUMO2",9547,6022,13328,9182,13716,24423,17527,9788,12206,19926,8080,8020,6372,8098,5777,5847,5235,14354
"SUMO3",8153,2945,5013,5379,7213,8150,4730,5740,7680,10120,7459,4030,3347,2854,3536,2139,4341,6845
"SUMO4",3,0,1,1,5,0,2,0,0,2,0,2,0,0,0,1,1,0
"SUN1",4003,1361,4274,3912,5811,13689,6310,4829,4664,9576,4739,4677,3836,3834,3731,3391,9087,5662
"SUN2",5381,2602,7133,7395,5380,7972,3592,3800,5028,7035,7340,8006,5603,3909,4415,5131,6685,4026
"SUN3",1,1,0,1,1,25,1,2,1,2,0,0,1,0,1,0,0,0
